Datum,Schwefeldioxid,Kohlenmonoxid,ozon,Stickstoffdioxid,Stickstoffmonoxid,Feinstaub PM10,Lufttemperatur,Luftfeuchte relativ,Luftdruck (hpa),Windgeschwindigkeit (m/s),Regendauer (min)
01.02.2016,1.3,0.21,59.35,13.85,4.16,9.4,11.94,72.27,974.87,3.88,165.33
02.02.2016,1.41,0.24,63.58,23.1,8.47,12.57,9.87,67.49,972.71,2.67,0
03.02.2016,1.23,0.23,66.55,21.9,5.53,6.95,5.74,77.75,970.67,2.51,606.5
04.02.2016,1.12,0.23,61.43,14.07,3.43,5.9,3.44,78.05,977.22,3.73,626.6
05.02.2016,1.62,0.35,55.68,39.22,31.43,14.67,6.46,82.06,976.12,1.38,162.88
06.02.2016,2.55,0.5,37.36,48.22,48.59,19.89,5.93,77.85,966.98,1.03,0
07.02.2016,1.83,0.36,70.77,23.61,15.53,11.79,4.54,82.98,957.93,2.31,202.63
08.02.2016,1.59,0.22,72.35,16.91,4.96,8.02,7.82,67.23,959.04,4.03,85.8
09.02.2016,1.49,0.26,87.32,29.93,13.99,9.82,7.86,75.56,951.11,3.36,482.71
10.02.2016,1.22,0.2,84.75,12.96,3.13,8.25,3.08,70.26,951.88,4.3,176.31
11.02.2016,1.71,0.27,74.33,27.31,9.99,11.4,3.85,58.12,957.41,1.72,0
12.02.2016,1.48,0.28,62.27,32.16,13.05,11.72,3.53,77.75,949.62,1.65,320.42
13.02.2016,1.36,0.25,77.41,18.14,4.27,7.18,5.66,80.01,942.51,2.87,528.68
14.02.2016,1.44,0.22,76.86,18.1,3.78,6.53,5.75,78.6,942.12,2.3,403.8
15.02.2016,1.77,0.36,38.52,37.42,18.25,11.25,3.82,86.06,959.52,1.13,290.43
16.02.2016,1.79,0.35,25.28,32.2,17.33,13.24,2.86,77.6,975.3,2.19,167.27
17.02.2016,1.92,0.36,26.6,37.02,25.61,17.32,2.99,79.17,967.06,1.62,21.48
18.02.2016,2.49,0.39,45.91,39.51,25.84,22.92,4.77,67.12,964.66,1.41,0
19.02.2016,1.89,0.32,53.82,32.72,9.96,15.38,3.56,74.09,970.65,1.88,353.52
20.02.2016,1.66,0.23,62.29,18.06,3.4,8.74,3.76,72.61,973.21,3.49,629.83
21.02.2016,1.94,0.22,65.24,15.16,3.5,6.79,12.01,66.22,970.82,3.34,1.1
22.02.2016,2.17,0.32,63.69,34.25,26.23,23.95,11.05,66.87,964.3,1.62,65.16
23.02.2016,1.39,0.22,70.01,14.88,3.66,17.59,7.62,74.68,963.68,3.76,517.25
24.02.2016,1.82,0.32,50.89,46.87,26.73,13.62,2.78,83.06,965.81,1.05,463.85
25.02.2016,1.92,0.39,38.87,52.94,30.14,11.91,2.17,91.78,960.78,1.2,725.88
26.02.2016,2.05,0.33,60.74,40.02,17.51,18.04,2.64,73.84,959.27,2.37,0
27.02.2016,2.47,0.35,41.58,42.96,13.51,27.25,2.2,73.22,953.1,1.74,0
28.02.2016,2.5,0.35,37.8,32.89,9.03,25.01,4.26,69.54,955.09,2.42,0
29.02.2016,1.84,0.43,44.79,41.66,19.46,24.2,2.72,90.51,961.39,1.74,665.43
01.03.2016,1.98,0.39,67.84,38.41,15.26,27.03,2.87,82.66,969.48,1.75,654.03
02.03.2016,1.67,0.3,73.38,30.28,11.17,11.45,4.83,83.89,957.92,2.32,379.57
03.03.2016,1.49,0.24,73.55,22.68,6.45,8.08,2.57,78.12,954.49,2.47,335.07
04.03.2016,2.12,0.32,,46.36,19.79,13.93,3.55,66.59,951.94,1.37,5.77
05.03.2016,1.78,0.34,55.04,40.06,11.01,8.83,2.78,88.62,946.68,1.52,873
06.03.2016,1.62,0.23,75.14,13.61,2.89,8.99,3.13,74.04,953.03,2.51,37.42
07.03.2016,1.93,0.29,81.34,30.02,14.6,12.39,3.48,61.19,953.65,1.45,0.05
08.03.2016,1.81,0.34,69.09,39.81,12.84,11.79,1.5,87.18,962.87,1.18,505.2
09.03.2016,2.38,0.37,57.7,43.1,18.8,21.59,2.82,70.93,958.51,1.36,0
10.03.2016,3.32,0.47,79.67,57.38,43.44,32.13,4.49,65.44,963.26,1.35,0
11.03.2016,2.84,0.41,62.57,40.26,18.33,37.51,5.85,63.93,969.73,2.16,0
12.03.2016,2.51,0.36,61.21,27.56,10.51,27.14,5.84,67.04,972.28,2.07,8.27
13.03.2016,2.06,0.31,58.18,14.7,5.07,16.96,5.93,64.49,972.22,3.3,0.52
14.03.2016,2.23,0.34,47.88,33.5,19.44,18.58,5.23,63.88,973.2,2.15,0
15.03.2016,2.76,0.36,52.56,46.56,27.5,25.28,3.41,72.74,970.28,1.83,233.33
16.03.2016,2.02,0.31,58.08,27.84,12.97,15.06,4.16,63.06,966.98,3.07,0
17.03.2016,2.91,0.42,54.94,47.09,23.64,25.35,5.82,63.35,971.53,1.84,0
18.03.2016,3.66,0.51,83.78,68.09,45.04,29.88,8.02,56.86,968.47,0.82,0
19.03.2016,3.73,0.45,90.91,52.85,19.51,32.17,8.92,54.69,966.75,1.09,0
20.03.2016,2.31,0.37,57.23,34.56,8.41,51.2,6.47,70.24,966.2,1.4,0
21.03.2016,2.47,0.38,45.56,48.69,26.03,40.06,5.79,68.19,965.83,1.69,0
22.03.2016,2.77,0.37,69.68,51.99,29.95,30.63,6.69,58.08,961.14,1.88,0
23.03.2016,2.86,0.37,55.67,53.02,24.02,24.35,5.95,63.38,958.08,1.52,68.05
24.03.2016,2.51,0.33,69.01,45.03,17.75,20.83,7.71,57.34,963.66,1.02,3.48
25.03.2016,1.76,0.25,75.69,19.66,2.5,18.11,7.18,70.51,966.32,2.4,514.8
26.03.2016,1.66,0.26,88.12,21.93,6.21,10.79,10.15,68.25,967.22,1.22,251.62
27.03.2016,2.01,0.28,88.89,25.21,6.48,11.76,8.44,69.25,963.48,1.75,69.38
28.03.2016,1.85,0.21,81.55,14.91,3.33,8.21,9.57,63.63,958.99,2.53,29.47
29.03.2016,1.56,0.24,83.95,21.23,6.81,12.31,11.45,60.1,962.46,2.67,275.98
30.03.2016,1.93,0.31,75.43,33.91,14.1,14.22,13.23,63.74,962.22,2.42,26.73
31.03.2016,2.47,0.4,72.03,52.56,35.06,18.18,15.66,49.13,957.12,0.91,0
01.04.2016,1.57,0.31,50.57,26.33,11.78,15.31,12.34,68.08,963.95,2.14,15.78
02.04.2016,1.74,0.33,26.91,27.4,12.31,27.01,11.95,71.6,964.55,1.88,33.68
03.04.2016,2.09,0.36,74.3,31.93,10.34,29.49,16.06,58.48,960.83,1.32,0
04.04.2016,1.98,0.34,82.54,33.22,20.25,29.5,15.68,62.62,957.53,1.23,0
05.04.2016,1.65,0.28,81.96,28.1,11.52,19.33,13.75,67.49,958.31,1.6,220.92
06.04.2016,1.3,0.26,73.61,28.73,10.69,10.27,11.91,69.3,964.03,2.01,454.77
07.04.2016,1.32,0.26,75.37,28,8.59,12.11,9.3,67.07,962.45,1.73,190.75
08.04.2016,1.38,0.28,75.84,35.19,17.62,9.83,6.9,78.94,960.53,1.67,547
09.04.2016,1.67,0.31,49.96,32.1,9.85,21.24,7.6,77.34,957.54,1.06,111.28
10.04.2016,1.74,0.28,85.58,21.15,5.53,17.96,11.68,59.18,959.28,1.8,0
11.04.2016,2.22,0.33,81.25,37.66,23.77,16.3,13.12,56.71,959.67,1.73,52.6
12.04.2016,1.67,0.28,85.16,34,12.49,12.54,13.81,64.39,960.41,1.44,248.4
13.04.2016,1.36,0.26,88.16,29.57,12.31,7.99,10.82,79.36,959.33,1.67,436.15
14.04.2016,1.42,0.29,82.18,33.56,15.01,7.34,10.84,69.97,962.65,1.77,383.93
15.04.2016,1.53,0.33,54.54,38.7,20.15,10.56,11.63,74.72,959.18,1.25,367.12
16.04.2016,1.34,0.27,81.75,22.46,5.95,9.28,12.2,79,956.15,2.07,225.38
17.04.2016,1.17,0.25,76.19,14.72,4.08,5.05,10.12,84.93,959.93,1.67,795.4
18.04.2016,1.15,0.27,70.9,25.76,8.69,5.9,5.34,90.86,969.36,1.93,754.53
19.04.2016,1.63,0.33,74.99,34.98,18.02,11.15,8.98,68.87,974.22,1.25,0
20.04.2016,1.83,0.29,91.58,27.5,13.81,15.64,12.18,53.35,973.91,3.09,0
21.04.2016,2.61,0.34,90.5,47.24,18.32,20.8,14.11,51.6,970.06,1.16,0
22.04.2016,1.96,0.33,105.13,33.45,13.94,18.19,16.05,56.31,964.71,1.41,20.08
23.04.2016,1.25,0.26,86.19,18.37,4.2,11.61,10.8,84.21,959.18,1.91,1073.76
24.04.2016,1.3,0.21,78.54,14.37,3.77,10.74,5.18,73.96,962.69,1.63,293.75
25.04.2016,1.27,0.2,83.36,13.42,3.74,7.87,5,66.25,962.62,3.07,204.63
26.04.2016,1.28,0.21,83.07,14.53,3.85,7.93,6.6,68.58,955.63,3.43,434.83
27.04.2016,1.47,0.22,86.74,19.23,5.19,7.79,4.67,66.18,961.63,2.27,168.3
28.04.2016,2,0.26,87.88,32.16,17.08,9.71,7.43,53.54,964.43,1.3,0.03
29.04.2016,2.11,0.29,103.76,34.29,13.41,15.65,10.66,51.4,966.2,1.06,0
30.04.2016,2.14,0.3,106.58,31.13,8.4,14.28,11.35,61.84,963.98,1.86,194.02
01.05.2016,1.29,0.26,75.06,16.07,4.59,6,6.61,88.72,967.35,1.71,1244.73
02.05.2016,1.53,0.32,75.68,29.42,14.14,15.65,9.91,79.49,970.68,1.44,190.13
03.05.2016,1.62,0.29,97.97,26.03,11.42,16.49,11.08,71.66,971.22,1.79,127.82
04.05.2016,1.66,0.26,99.9,27.73,15.33,12.06,11.18,55.32,974.49,1.66,0
05.05.2016,1.78,0.22,115.34,13.59,3.23,10.25,13.39,43.79,968.97,2.98,0
06.05.2016,2.01,0.3,123.24,33.81,11.66,14.61,16.46,47.2,964.38,1.41,0
07.05.2016,2.02,0.33,131.52,30.59,5.97,17.1,17.35,40.94,960.67,1.15,0
08.05.2016,1.89,0.31,128.12,23.9,3.98,16.57,17.96,40.69,959.73,1.69,0.08
09.05.2016,1.9,0.31,105.17,36.35,11.12,14.36,18.17,48.32,961.25,1.66,37.8
10.05.2016,1.95,0.31,94.96,32.36,11.06,14,18.99,52.46,958.83,1.68,24.93
11.05.2016,1.89,0.31,59.95,36.6,14.2,20.35,17.54,63.64,952.6,1.52,10.82
12.05.2016,1.23,0.24,92.97,26.4,8.65,7.52,11.92,84.93,950.32,3.07,1268.93
13.05.2016,1.2,0.28,81.05,31.4,14.19,5.12,11.27,90.86,951.49,1.85,1218.48
14.05.2016,1.25,0.26,98.23,20.7,4.06,10.19,11.82,88.01,959.46,1.64,634.38
15.05.2016,1.47,0.21,93.88,11.1,2.6,13.86,10.09,58.83,968.84,1.82,0
16.05.2016,1.53,0.2,88.59,11.93,1.85,12.65,9.72,60.33,970.44,1.67,178.87
17.05.2016,1.52,0.25,93.41,25.15,8.47,12.1,12.29,64.27,968.45,1.35,41.92
18.05.2016,1.69,0.29,100.69,32.35,14.93,16.9,15.1,58.61,962.27,1.56,174.33
19.05.2016,1.27,0.23,83.86,22.44,8.45,6.51,10.8,78.99,963.69,2,393.62
20.05.2016,1.54,0.28,89.22,32.28,18.08,11.83,13.46,65.18,970.56,0.87,0
21.05.2016,1.81,0.34,104.63,31.97,10.34,14.44,17.98,55.09,967.39,0.99,0
22.05.2016,1.69,0.3,126.79,14.94,3.04,13.73,19.24,52.76,961.21,1.76,0
23.05.2016,1.23,0.21,95.85,13.92,4.71,5.46,9.43,82.45,964.84,2.76,1171.28
24.05.2016,1.4,0.25,61.92,22.22,10.28,8.41,11.75,74.59,964.92,1.64,232.47
25.05.2016,1.52,0.26,90.28,22.91,10.91,12.37,15.17,64.54,963.73,1.57,24.6
26.05.2016,1.81,0.3,104.47,37.82,16.16,16.77,19.73,56.03,964.3,0.99,0
27.05.2016,1.8,0.31,120.21,29.83,10.3,19.52,21.24,57.85,963.66,1.22,30.43
28.05.2016,1.34,0.29,86.32,18.87,5.11,,19.26,76.56,962.15,1.27,312.08
29.05.2016,1.2,0.25,86.22,13.74,3.63,,16.1,86.08,957.49,1.44,559.9
30.05.2016,1.22,0.2,84.12,10.59,2.26,,16.25,69.14,958.24,3.09,176.08
31.05.2016,1.26,0.22,96.92,13.22,3.38,7.97,16.52,64.12,961.58,2.48,0
01.06.2016,1.28,0.26,89.87,23.46,8.46,9.71,16.1,75.78,963.74,1.48,259.83
02.06.2016,1.24,0.22,78.16,15.83,5.9,6.69,16.17,72.72,961.53,2.22,167.95
03.06.2016,1.2,0.27,69.39,21.43,11.29,5.72,16.07,78.94,961.26,1.43,480.53
04.06.2016,1.25,0.26,73.26,14.4,4.32,,16.47,80.48,962.94,1.64,95.72
05.06.2016,1.3,0.26,86.93,19.64,5.75,,16.81,80.94,966.58,0.96,130.02
06.06.2016,1.38,0.29,92.67,29.62,12.67,,19.52,67.08,968.45,1.32,0
07.06.2016,1.52,0.32,105.57,34.08,11.16,17.18,21.04,65.2,970.32,0.96,0
08.06.2016,1.19,0.32,76.27,33.85,9.99,10.7,16.61,86.65,969.22,1.62,549.18
09.06.2016,1.27,0.26,79.42,23.66,8,12.46,16.9,77.12,966.46,1.63,248.02
10.06.2016,1.55,0.26,116.4,27.31,10.47,12.44,19.09,54.76,962.22,1.19,0
11.06.2016,1.39,0.23,92.98,13.66,2.82,3.54,17.61,71.28,961.76,1.84,221.77
12.06.2016,1.33,0.18,67.57,9.47,2.67,6.66,16.34,77.16,961.81,1.75,221.88
13.06.2016,1.24,0.21,57.75,15.51,5.74,6.43,15.27,84.55,956.83,2.02,785.58
14.06.2016,1.27,0.21,47.6,16.29,7.91,6.22,15.47,78.95,954.17,1.9,200.82
15.06.2016,1.4,0.24,62.61,20.05,10.12,7.35,15.34,71.69,953.73,1.69,81
16.06.2016,1.32,0.27,70.39,28.19,12.99,8.45,14.21,86.97,954.03,1.22,702.35
17.06.2016,1.38,0.19,76.57,14.74,5.4,6.4,15.21,69.78,961.5,2.86,325.72
18.06.2016,1.36,0.22,79.27,18.18,5.85,6.64,15.24,74.56,968.53,1.63,222.07
19.06.2016,1.37,0.19,66.85,17.65,6.2,5.92,14.29,80.88,972.54,1.1,324.5
20.06.2016,1.5,0.25,92.32,22.17,11.23,9.29,17.35,66.37,971.82,1.06,142.53
21.06.2016,1.24,0.25,67.39,19.27,7.4,4.45,17.18,80.96,972.77,1.65,294.38
22.06.2016,1.21,0.27,73.65,23.1,12.25,9.1,23.57,66.12,972.63,1.41,0
23.06.2016,1.19,0.3,130.28,35.44,11.62,13.83,26.21,59.74,969.88,1.24,0
24.06.2016,1.24,0.31,139.94,28.75,8.27,20.98,26.42,59.39,967.4,1.49,89.7
25.06.2016,1.15,0.23,91.77,11.9,3.14,6.86,19.52,84.75,965.95,1.77,656.42
26.06.2016,1.36,0.23,75.1,12.49,4.18,10.31,17.89,65.83,969.03,1.2,5.83
27.06.2016,1.46,0.21,91.51,16.53,6.13,8.55,19.48,51.81,971.08,1.26,0
28.06.2016,1.5,0.23,97.66,21.77,10.25,11.66,21.34,53.83,968,1.17,0
29.06.2016,1.39,0.25,86.73,24.35,10.15,11.44,22.29,63.34,965.19,1.14,91.02
30.06.2016,1.24,0.22,79.98,23.35,10.86,7.43,19.74,79.68,966.48,1.08,371.05
01.07.2016,,0.27,87.03,28.46,15.75,15.41,22.11,70.34,967.38,1.03,0
02.07.2016,,0.29,48.84,20.52,6.86,9.59,17.76,82.63,968.28,1.4,516.98
03.07.2016,,0.23,79.56,14.19,5.45,10.77,18.37,57.72,971.61,1.29,0
04.07.2016,,0.26,88.97,28.97,12.46,13.01,20.63,55.52,970.16,0.85,0
05.07.2016,0.98,0.24,84.71,25.64,9.17,12.46,22.07,58.03,967.92,1.56,0
06.07.2016,1.12,0.21,100.48,21.02,7.12,12.6,21.76,52.72,970.02,1.47,0
07.07.2016,1.27,0.27,115.26,31.54,10.72,13.78,21.71,48.67,970.01,1.54,0
08.07.2016,1.28,0.29,139.62,30.64,8.13,18.28,23.66,50.89,968.77,1.49,0
09.07.2016,1.24,0.28,124.16,19.11,3.85,14.87,24.99,48.61,970.3,1.2,0
10.07.2016,1.17,0.32,123.97,18.97,3.27,14.19,25.88,52.01,965.4,1.7,0
11.07.2016,0.84,0.27,115.54,22.56,6.73,17.85,24.78,64.36,964.25,1.47,161.32
12.07.2016,0.71,0.27,56.23,24.7,13.17,7.84,17.71,90.5,965.13,1.1,1167.43
13.07.2016,0.87,0.23,55.61,19.7,9.03,7,14.57,82.55,966.38,1.42,377.52
14.07.2016,1.06,0.21,59.99,19.28,6.57,7.91,12.76,81.6,970.34,1.61,382.53
15.07.2016,1.1,0.24,67.55,23.5,10.55,10.44,14.55,69.92,975.35,1,3.18
16.07.2016,1.26,0.27,99.11,21.85,8.81,12.86,16.52,59.01,975.36,1.41,0
17.07.2016,1.39,0.28,87.7,19.75,5.11,11.48,20.6,55.43,972.41,1.14,0
18.07.2016,1.24,0.28,94.86,30.45,13.55,13.76,23.73,56.85,971.35,0.8,0
19.07.2016,1.18,0.26,105.31,30.67,10.51,12.9,25.03,54.05,969.95,1.12,0
20.07.2016,1.19,0.33,130.13,37.45,10.38,17.81,26.35,51.99,966.77,0.95,1.8
21.07.2016,0.87,0.28,109.29,24.73,6.92,24.9,24.73,64.35,966.34,1.46,77.32
22.07.2016,0.86,0.25,78.28,23.08,6.88,,21.6,76.57,965.77,1.42,117.02
23.07.2016,0.97,0.25,98.86,12.34,2.43,,21.87,67.87,967.7,1.12,0
24.07.2016,0.94,0.25,105.69,9.97,2.42,,22.79,67.06,969.18,1.39,31.63
25.07.2016,0.89,0.26,108.04,21.2,6.41,,21.67,77.23,969.61,1.34,240.27
26.07.2016,0.93,0.24,119.85,19.88,6.78,10.7,22.7,68.43,969.4,1.19,0
27.07.2016,0.95,0.21,99.93,17.13,4.29,8.47,21.83,66.78,968.38,1.51,29.12
28.07.2016,1.04,0.21,105.55,18.87,5.94,10.58,22.04,60.99,967.99,1.31,0
29.07.2016,1.13,0.21,89.8,14.65,4.08,7.79,23.67,55.59,966.48,1.32,0
30.07.2016,1.04,0.22,103.21,12.42,3.11,11.42,24.72,58.31,964.73,2.14,0
31.07.2016,0.94,0.21,115.63,10.14,2.16,7.09,20.4,76.21,965.29,1.57,339.83
01.08.2016,2.21,0.21,97.9,14.89,4.02,33.26,19.88,61.53,969.53,1,0
02.08.2016,1.63,0.26,97.78,18.34,5.85,28.7,20.16,64.04,969.48,1.99,102.23
03.08.2016,1.17,0.23,112.36,21.08,7.36,12.46,22.55,62.54,966.8,1.13,0
04.08.2016,1.17,0.23,104.76,24.02,7.94,11.83,22.28,63.85,963.73,1.28,295.68
05.08.2016,1.02,0.2,65.87,12.58,3.81,7.07,16.77,76.84,969.62,1.67,325.35
06.08.2016,1.3,0.23,91.24,14.01,4.79,9.93,18.95,63.87,975.92,1.08,51.67
07.08.2016,1.32,0.26,95.9,14.2,3.25,12.55,20.5,58.88,976.64,1.62,0
08.08.2016,1.26,0.26,104.56,24.96,7.65,14.37,22.04,59.3,971.83,1.26,0.6
09.08.2016,1.05,0.22,57.67,20.77,9.96,11.11,17.03,81.19,970.63,1.59,382.18
10.08.2016,1.15,0.2,81.46,14.08,4.03,11.8,16.11,64.31,970.29,1.55,42.79
11.08.2016,1.3,0.2,93.09,18.26,7.25,11.04,15.97,56.36,973.67,1.27,0
12.08.2016,1.23,0.22,71.57,16.99,5.2,11.1,18.06,61.19,976.06,2.19,43.03
13.08.2016,1.33,0.29,80.37,24.19,9.5,14.35,20.83,62.63,974.08,1.07,0
14.08.2016,1.23,0.36,111.08,22.97,6.06,15.77,23.34,60.8,971.77,0.88,0
15.08.2016,1.21,0.3,113.01,34.66,11.79,18.9,23.64,61.98,969.45,1.32,0
16.08.2016,1.18,0.31,117.22,34.23,13.89,19.87,23.93,60.64,965.64,1.18,0
17.08.2016,1.16,0.25,100.38,21.96,6.56,10.26,21.71,64.3,962.68,1.53,143.85
18.08.2016,1.03,0.28,88.24,28.21,11.22,7.71,18.93,83.27,961.83,1.22,244.53
19.08.2016,1.05,0.28,85.24,24.13,8.5,11.13,20.78,74.02,962.61,0.88,43.33
20.08.2016,1.05,0.33,66.25,21.77,5.13,,19.24,82.09,966.08,1.25,312.53
21.08.2016,1.15,0.22,72.91,9.21,2.51,,17.16,67.3,972.37,1.57,13.43
22.08.2016,1.31,0.24,82.45,26.36,13.98,12.85,18.18,57.32,977.45,0.77,0
23.08.2016,1.36,0.26,79.2,27.86,14.49,10.15,20.71,60.72,975.75,1.95,0
24.08.2016,1.33,0.29,95.47,32.75,14.93,13.56,22.76,64.03,971.69,1.72,0
25.08.2016,1.14,0.34,131.98,38.84,11.12,19.77,24.23,64.48,968.38,1.05,0
26.08.2016,1.04,0.46,134.31,56.08,17.95,25.24,26.01,63.04,968.36,0.59,0
27.08.2016,1.26,0.43,135.56,36.36,8.05,17.14,25.7,56.94,968.39,0.8,1.07
28.08.2016,1.24,0.3,124.27,13.68,2.24,14.93,26.5,52.41,968.14,1.98,37.76
29.08.2016,1.17,0.25,91.12,22.47,8.8,14.97,21.7,65.97,970.24,1.25,150.58
30.08.2016,1.31,0.23,94.98,25.36,11.11,15.59,21.29,61.21,970.98,2.19,0
31.08.2016,1.29,0.27,122.02,29.77,10.87,19.99,22.34,61.54,970.32,1.25,3.35
01.09.2016,1.29,0.27,122.57,28.08,8.03,13.79,23.1,58.64,972.22,1.05,0
02.09.2016,1.49,0.31,130.41,39.49,11.77,20.58,22.27,53.71,971,0.94,0
03.09.2016,1.39,0.34,119.84,43.04,12.36,20.57,22.13,57.1,969.85,0.86,0
04.09.2016,1.33,0.32,96.23,25.05,4.09,15.3,19.7,71.61,968.31,1.55,427.48
05.09.2016,1.02,0.23,63.77,29.93,17.7,5.22,16.14,84.24,971.83,0.9,705.57
06.09.2016,0.91,0.26,76.49,25.81,18.18,10.41,17.63,68.66,974.2,2.16,0
07.09.2016,1.11,0.29,70.66,33.37,14.62,14.26,18.82,63.12,968.34,1.38,0
08.09.2016,0.92,0.34,113.42,37.68,15.12,19.14,21.47,65.55,965.63,1.22,0
09.09.2016,0.94,0.36,111.86,44.56,20.18,18.99,22.03,63.02,966.83,1.04,0
10.09.2016,0.93,0.35,140.28,32.21,6.52,20.47,22.03,64.25,966.58,0.79,0
11.09.2016,0.94,0.31,140.51,21.3,4.67,14.3,22.57,62.96,967.84,1.14,0.08
12.09.2016,0.78,0.34,120.16,36.91,13.63,19.85,22.96,64.86,967.67,1,0
13.09.2016,0.79,0.34,105.65,44.15,16.18,26.32,22.94,64.08,965.1,0.9,0
14.09.2016,0.83,0.36,119.89,45.46,20.98,27.35,22.55,62.69,962.4,1.1,0
15.09.2016,0.76,0.27,85.1,28.2,8.35,21.58,19.31,70.61,962.12,1.62,45.08
16.09.2016,0.64,0.23,69.55,22.37,7.23,10.9,17.19,70.08,965.35,1.52,150.53
17.09.2016,0.56,0.22,64.32,10.86,2.47,7.12,16.01,70.57,965.31,1.77,4.72
18.09.2016,0.49,0.21,47.26,9.42,1.98,5.51,14.37,86.69,963.63,1.61,924.1
19.09.2016,0.5,0.27,48.65,30.23,13.13,12.93,14.61,88.08,967.04,1.16,257.15
20.09.2016,0.61,0.28,52.87,27.87,15.59,16.09,14.23,77.92,966.56,1.99,0
21.09.2016,0.88,0.29,60.8,33.42,17.78,21.17,13.64,71.6,967.13,1.44,0
22.09.2016,1.04,0.35,46.34,45.8,30.67,,13.87,73.44,,,
23.09.2016,0.93,0.38,88.15,40.35,26.32,21.85,15.55,71.67,974.33,0.92,0
24.09.2016,0.86,0.37,77.96,37.31,12.02,21.78,15.39,75.79,973.71,1.29,0
25.09.2016,0.71,0.42,96.64,35.78,12.27,21.71,17.06,74.18,970.66,0.91,0
26.09.2016,0.68,0.37,85.7,38.96,26.26,21.3,17.11,75.42,970.88,0.95,0
27.09.2016,0.67,0.32,58.9,39.29,18.3,17.88,16.93,73.34,974.72,1.1,0
28.09.2016,0.65,0.37,85.32,41.88,19.53,23.05,16.93,72.54,978.63,1.02,0
29.09.2016,0.65,0.32,93.41,33.45,17.06,19.22,18.69,63.72,973.25,1.76,0
30.09.2016,0.95,0.28,106.85,33.52,8.23,18.98,19.52,50.55,966.89,1.83,0
01.10.2016,0.6,0.27,85.42,26.78,7.54,14.53,16.8,70.62,963.25,1.9,197.42
02.10.2016,0.51,0.21,62.68,17.16,4.46,6.73,14.4,71.27,966.72,1.38,269.85
03.10.2016,0.85,0.25,64.71,32.62,15.14,11.85,13.21,61.84,974.6,0.87,7.37
04.10.2016,0.79,0.26,69.68,27.57,17.06,10.29,12.46,67.44,976.15,2.33,0
05.10.2016,0.85,0.22,51.28,21.6,13.17,11.67,9.75,61,973.79,2.56,0
06.10.2016,0.95,0.2,40.26,21.54,14.58,8.23,8.27,67.69,967.19,3.06,0
07.10.2016,1.11,0.3,35.8,25.03,22.31,9.22,10.1,70.41,965.98,2.16,0
08.10.2016,1.18,0.31,25.56,27.13,15.54,12.18,9.69,75.88,969.18,1.13,51.2
09.10.2016,1.24,0.31,47.86,27.33,13.34,12.75,7.8,80.05,971.35,1.53,63.93
10.10.2016,1.21,0.26,43.85,30.81,15.47,11.09,7.48,76.74,970.32,1.66,8.25
11.10.2016,1.44,0.29,47.47,32.46,16.5,13.65,8.25,68.65,966.05,1.96,12.6
12.10.2016,1.4,0.27,49.4,31.59,18.31,16.23,7.93,68.03,965.05,1.84,0
13.10.2016,1.26,0.29,25.24,32.33,20.02,16.19,7.26,74.71,961.11,2.12,7.3
14.10.2016,1.31,0.41,10.69,33.62,41.6,20.58,8.83,80.96,956.61,1.34,75.55
15.10.2016,1.16,0.45,41.52,32.33,33.86,18.42,11.45,86.04,964.4,0.74,187.63
16.10.2016,0.87,0.41,30.37,28.19,28.7,15.14,10.01,90.07,971.08,1.18,67.98
17.10.2016,0.94,0.45,25.14,35.17,46.27,,11.64,88.98,972.94,1.28,377.9
18.10.2016,0.69,0.31,40.13,32.24,13.87,,12.63,85.54,972.67,1.53,266.75
19.10.2016,0.73,0.26,52.22,29.69,10.74,13.72,10.08,76.45,969.37,1.22,60.03
20.10.2016,0.87,0.25,57.55,32,13.72,12.21,9.4,68.54,965.46,1.38,46.3
21.10.2016,0.76,0.33,56.7,36.53,18.5,11.18,8.22,79.85,964.73,1.19,322.31
22.10.2016,1.11,0.35,44.34,38.57,23.31,18.16,7.14,80.67,964.06,0.97,0
23.10.2016,1.15,0.39,10.53,32.4,20.05,18.98,6.95,90.08,961.73,1.4,424.07
24.10.2016,1.33,0.51,15.44,42,67.2,22.63,11.02,86.84,964.01,1.09,0
25.10.2016,0.74,0.54,23.1,54.79,60.88,17.55,13.26,94.4,971.22,1.23,995.65
26.10.2016,0.74,0.38,29.59,37.58,29.65,14.47,12.1,89.68,975.51,1.6,609.25
27.10.2016,1.19,0.37,32.15,42,42.23,19.88,10.22,79.65,981.25,1.69,0
28.10.2016,1.07,0.42,14.09,41.28,48.47,26.61,8.19,86.79,982.78,1.23,0
29.10.2016,1.06,0.47,14.45,36.37,38.06,20.5,8.05,87.64,981.48,1.01,2.05
30.10.2016,1.34,0.34,41.88,30.98,11.05,18.53,9.42,78.31,977.26,1.89,0
31.10.2016,1.15,0.37,14.16,37.64,36.11,21.64,7.85,83.68,975.76,1.11,0
01.11.2016,1.18,0.42,19.34,35.24,31.75,22.68,9.49,77.77,971.75,0.98,0
02.11.2016,1.08,0.33,47.47,30.59,12.98,20.45,10.05,76.54,968.81,1.66,3.62
03.11.2016,1.68,0.3,46.1,41.84,26.23,20.41,7.69,65.19,970.03,1.66,5.5
04.11.2016,1.64,0.41,21.93,49.73,42.87,23.86,7.24,73.22,964.84,1.23,29.32
